17:42:34,38.8
17:42:35,38.8
17:42:36,38.8
17:42:37,38.8
17:42:38,38.8
17:42:39,38.8
17:42:40,38.8
17:42:41,38.8
17:42:42,38.7
17:42:43,38.8
17:42:44,38.8
17:42:46,38.8
17:42:47,38.8
17:42:48,38.7
17:42:49,38.8
17:42:50,38.8
17:42:51,38.8
17:42:52,38.8
17:42:53,38.8
17:42:54,38.8
17:42:55,38.8
17:42:56,38.8
17:42:57,38.8
17:42:58,38.8
17:43:00,38.8
17:43:01,38.8
17:43:02,38.8
17:43:03,38.8
17:43:04,38.7
17:43:05,38.8
17:43:06,38.8
17:43:07,38.8
17:43:08,38.8
17:43:09,38.8
17:43:10,38.8
17:43:11,38.8
17:43:12,38.8
17:43:14,38.8
17:43:15,38.8
17:43:16,38.8
17:43:17,38.8
17:43:18,38.8
17:43:19,38.8
17:43:20,38.8
17:43:21,38.8
17:43:23,38.7
17:43:24,38.8
17:43:25,38.8
17:43:26,38.7
17:43:27,38.8
17:43:28,38.8
17:43:29,38.8
17:43:30,38.8
17:43:31,38.7
17:43:32,38.8
17:43:33,38.8
17:43:34,38.8
17:43:36,38.8
17:43:37,38.8
17:43:38,38.8
17:43:39,38.8
17:43:40,38.8
17:43:41,38.8
17:43:42,38.8
17:43:43,38.8
17:43:44,38.8
17:43:46,38.8
17:43:47,38.8
17:43:48,38.8
17:43:49,38.8
17:43:50,38.7
17:43:51,38.8
17:43:52,38.7
17:43:53,38.8
17:43:54,38.8
17:43:55,38.8
17:43:56,38.8
17:43:57,38.8
17:43:58,38.8
17:44:00,38.7
17:44:01,38.7
17:44:02,38.7
17:44:03,38.7
17:44:04,38.8
17:44:05,38.7
17:44:07,38.7
17:44:07,38.8
17:44:09,38.8
17:44:10,38.7
17:44:11,38.8
17:44:12,38.8
17:44:13,38.7
17:44:14,38.8
17:44:15,38.8
17:44:16,38.8
17:44:17,38.7
17:44:18,38.8
17:44:19,38.7
17:44:20,38.7
17:44:21,38.7
17:44:23,38.7
17:44:24,38.7
17:44:25,38.8
17:44:26,38.7
17:44:27,38.7
17:44:28,38.8
17:44:29,38.7
17:44:30,38.7
17:44:31,38.7
17:44:32,38.7
17:44:33,38.8
17:44:34,38.7
17:44:35,38.8
17:44:37,38.8
17:44:38,38.7
17:44:39,38.7
17:44:40,38.8
17:44:41,38.7
17:44:42,38.8
17:44:43,38.8
17:44:44,38.7
17:44:45,38.8
17:44:46,38.8
17:44:47,38.8
17:44:48,38.7
17:44:50,38.7
17:44:51,38.8
17:44:52,38.7
17:44:53,38.7
17:44:54,38.7
17:44:55,38.7
17:44:56,38.7
17:44:57,38.7
17:44:58,38.7
17:44:59,38.8
17:45:00,38.8
17:45:01,38.8
17:45:02,38.7
17:45:04,38.7
17:45:05,38.7
17:45:06,38.7
17:45:07,38.7
17:45:08,38.7
17:45:09,38.7
17:45:10,38.8
17:45:11,38.8
17:45:12,38.7
17:45:13,38.8
17:45:14,38.7
17:45:15,38.7
17:45:16,38.7
17:45:18,38.7
17:45:19,38.8
17:45:20,38.8
17:45:21,38.7
17:45:22,38.7
17:45:23,38.7
17:45:24,38.7
17:45:25,38.7
17:45:26,38.7
17:45:27,38.7
17:45:28,38.7
17:45:29,38.7
17:45:30,38.7
17:45:32,38.7
17:45:33,38.7
17:45:34,38.7
17:45:35,38.7
17:45:36,38.7
17:45:37,38.7
17:45:38,38.7
17:45:39,38.7
17:45:40,38.7
17:45:41,38.7
17:45:42,38.7
17:45:43,38.7
17:45:45,38.7
17:45:46,38.7
17:45:47,38.7
17:45:48,38.7
17:45:49,38.7
17:45:50,38.7
17:45:51,38.7
17:45:52,38.7
17:45:53,38.7
17:45:54,38.7
17:45:55,38.7
17:45:56,38.7
17:45:57,38.7
17:45:59,38.7
17:46:00,38.7
17:46:01,38.7
17:46:02,38.7
17:46:03,38.7
17:46:04,38.7
17:46:05,38.7
17:46:06,38.7
17:46:07,38.7
17:46:08,38.7
17:46:09,38.7
17:46:10,38.7
17:46:11,38.7
17:46:13,38.7
17:46:14,38.7
17:46:15,38.7
17:46:16,38.7
17:46:17,38.7
17:46:18,38.7
17:46:19,38.7
17:46:20,38.7
17:46:21,38.7
17:46:22,38.7
17:46:23,38.7
17:46:24,38.7
17:46:25,38.7
17:46:27,38.7
17:46:28,38.7
17:46:29,38.7
17:46:30,38.7
17:46:31,38.7
17:46:32,38.7
17:46:33,38.7
17:46:34,38.7
17:46:35,38.7
17:46:36,38.7
17:46:37,38.7
17:46:38,38.7
17:46:39,38.7
17:46:41,38.7
17:46:42,38.7
17:46:43,38.7
17:46:44,38.7
17:46:45,38.7
17:46:46,38.7
